State,County,Original Medicare
Louisiana,Lafourche,12506
Louisiana,LaSalle,2437
Louisiana,Lincoln,5593
Louisiana,Livingston,9526
Louisiana,Madison,1669
Louisiana,Morehouse,4501
Louisiana,Natchitoches,6284
Louisiana,Orleans,30136
Louisiana,Ouachita,20668
Louisiana,Plaquemines,1620
Louisiana,Pointe Coupee,2512
Louisiana,Rapides,22122
Louisiana,Red River,1324
Louisiana,Richland,3353
Louisiana,Sabine,4443
Louisiana,St. Bernard,3080
Louisiana,St. Charles,3700
Louisiana,St. Helena,1855
Louisiana,St. James,2157
Louisiana,St. John the Baptist,3721
Louisiana,St. Landry,15078
Louisiana,St. Martin,7944
Louisiana,St. Mary,8325
Louisiana,St. Tammany,23965
Louisiana,Tangipahoa,14460
Louisiana,Tensas,954
Louisiana,Terrebonne,16376
Louisiana,Union,3794
Louisiana,Vermilion,9381
Louisiana,Vernon,6612
Louisiana,Washington,6982
Louisiana,Webster,7338
Louisiana,West Baton Rouge,1960
Louisiana,West Carroll,1933
Louisiana,West Feliciana,1271
Louisiana,Winn,2470
Louisiana,Unknown,0
Louisiana,TOTAL,551527
Maine,Androscoggin,15561
Maine,Aroostook,16352
Maine,Cumberland,39380
Maine,Franklin,4986
Maine,Hancock,11483
Maine,Kennebec,20282
Maine,Knox,8056
Maine,Lincoln,7129
Maine,Oxford,10997
Maine,Penobscot,26680
Maine,Piscataquis,4146
Maine,Sagadahoc,5978
Maine,Somerset,10027
Maine,Waldo,7594
Maine,Washington,8031
Maine,York,34464
Maine,Unknown,0
Maine,TOTAL,231144
Maryland,Allegany,15808
Maryland,Anne Arundel,80889
Maryland,Baltimore,135175
Maryland,Calvert,13886
Maryland,Caroline,6062
Maryland,Carroll,28971
Maryland,Cecil,17183
Maryland,Charles,20074
Maryland,Dorchester,7255
Maryland,Frederick,36144
Maryland,Garrett,6314
Maryland,Harford,41005
Maryland,Howard,39479
Maryland,Kent,5483
Maryland,Montgomery,136528
Maryland,Prince George's,104165
Maryland,Queen Anne's,8783
Maryland,St. Mary's,14914
Maryland,Somerset,4559
Maryland,Talbot,10196
Maryland,Washington,26600
Maryland,Wicomico,17645
Maryland,Worcester,13810
Maryland,Baltimore City,81782
Maryland,Unknown,0
Maryland,TOTAL,872710
Massachusetts,Barnstable,62875
Massachusetts,Berkshire,31219
Massachusetts,Bristol,95307
Massachusetts,Dukes,4488
Massachusetts,Essex,119017
Massachusetts,Franklin,13635
Massachusetts,Hampden,69163
Massachusetts,Hampshire,25854
Massachusetts,Middlesex,197314
Massachusetts,Nantucket,1762
Massachusetts,Norfolk,100660
Massachusetts,Plymouth,87182
Massachusetts,Suffolk,77356
Massachusetts,Worcester,99162
Massachusetts,Unknown,0
Massachusetts,TOTAL,984994
Michigan,Alcona,3054
Michigan,Alger,1826
Michigan,Allegan,10742
Michigan,Alpena,6784
Michigan,Antrim,4638
Michigan,Arenac,3209
Michigan,Baraga,1429
Michigan,Barry,6693
Michigan,Bay,17714
Michigan,Benzie,3347
Michigan,Berrien,23496
Michigan,Branch,6713
Michigan,Calhoun,21390
Michigan,Cass,8172
Michigan,Charlevoix,4779
Michigan,Cheboygan,5576
Michigan,Chippewa,5651
Michigan,Clare,6419
Michigan,Clinton,9050
Michigan,Crawford,2734
Michigan,Delta,7065
Michigan,Dickinson,4635
Michigan,Eaton,15321
Michigan,Emmet,5957
Michigan,Genesee,52961
Michigan,Gladwin,5416
Michigan,Gogebic,2984
Michigan,Grand Traverse,12996
Michigan,Gratiot,6089
Michigan,Hillsdale,7195
Michigan,Houghton,4739
Michigan,Huron,6847
Michigan,Ingham,33676
Michigan,Ionia,7057
Michigan,Iosco,6254
Michigan,Iron,2715
Michigan,Isabella,7358
Michigan,Jackson,24089
Michigan,Kalamazoo,26327
Michigan,Kalkaska,3160
Michigan,Kent,48990
Michigan,Keweenaw,528
Michigan,Lake,2673
Michigan,Lapeer,11909
Michigan,Leelanau,4046
Michigan,Lenawee,15009
Michigan,Livingston,22303
Michigan,Luce,1130
Michigan,Mackinac,2280
Michigan,Macomb,108034
Michigan,Manistee,5091
Michigan,Marquette,9751
Michigan,Mason,5456
Michigan,Mecosta,5654
Michigan,Menominee,3893
Michigan,Midland,10914
Michigan,Missaukee,2587
Michigan,Monroe,20635
Michigan,Montcalm,8544
Michigan,Montmorency,2672
Michigan,Muskegon,21040
Michigan,Newaygo,5918
Michigan,Oakland,152662
Michigan,Oceana,4016
Michigan,Ogemaw,4935
Michigan,Ontonagon,1684
Michigan,Osceola,4011
Michigan,Oscoda,2077
Michigan,Otsego,4381
Michigan,Ottawa,19238
Michigan,Presque Isle,3234
Michigan,Roscommon,6525
Michigan,Saginaw,28241
Michigan,St. Clair,23277
Michigan,St. Joseph,8742
Michigan,Sanilac,7502
Michigan,Schoolcraft,1641
Michigan,Shiawassee,10083
Michigan,Tuscola,9266
Michigan,Van Buren,10078
Michigan,Washtenaw,39032
Michigan,Wayne,199248
Michigan,Wexford,5531
Michigan,Unknown,0
Michigan,TOTAL,1260713
Minnesota,Aitkin,1767
Minnesota,Anoka,20258
Minnesota,Becker,3491
Minnesota,Beltrami,4509
Minnesota,Benton,3124
Minnesota,Big Stone,689
Minnesota,Blue Earth,4976
Minnesota,Brown,2674
Minnesota,Carlton,3327
Minnesota,Carver,4671
Minnesota,Cass,3991
Minnesota,Chippewa,1025
Minnesota,Chisago,3620
Minnesota,Clay,4759
Minnesota,Clearwater,866
Minnesota,Cook,751
Minnesota,Cottonwood,1428
Minnesota,Crow Wing,6703
Minnesota,Dakota,26735
Minnesota,Dodge,1614
Minnesota,Douglas,3537
Minnesota,Faribault,1456
Minnesota,Fillmore,2189
Minnesota,Freeborn,3050
Minnesota,Goodhue,4060
Minnesota,Grant,714
Minnesota,Hennepin,78557
Minnesota,Houston,2222
Minnesota,Hubbard,2458
Minnesota,Isanti,2832
Minnesota,Itasca,5439
Minnesota,Jackson,1433
Minnesota,Kanabec,1803
Minnesota,Kandiyohi,3997
Minnesota,Kittson,506
Minnesota,Koochiching,1709
Minnesota,Lac qui Parle,703
Minnesota,Lake,1451
Minnesota,Lake of the Woods,492
Minnesota,Le Sueur,2033
Minnesota,Lincoln,842
Minnesota,Lyon,2691
Minnesota,McLeod,2609
Minnesota,Mahnomen,518
Minnesota,Marshall,922
Minnesota,Martin,2515
Minnesota,Meeker,1676
Minnesota,Mille Lacs,2423
Minnesota,Morrison,2728
Minnesota,Mower,4463
Minnesota,Murray,1233
Minnesota,Nicollet,2474
Minnesota,Nobles,2491
Minnesota,Norman,805
Minnesota,Olmsted,14998
Minnesota,Otter Tail,5810
Minnesota,Pennington,1164
Minnesota,Pine,2822
Minnesota,Pipestone,1219
Minnesota,Polk,3089
Minnesota,Pope,1093
Minnesota,Ramsey,36659
Minnesota,Red Lake,226
Minnesota,Redwood,1524
Minnesota,Renville,1715
Minnesota,Rice,4507
Minnesota,Rock,1175
Minnesota,Roseau,1051
Minnesota,St. Louis,20024
Minnesota,Scott,6553
Minnesota,Sherburne,5043
Minnesota,Sibley,1293
Minnesota,Stearns,10724
Minnesota,Steele,2860
Minnesota,Stevens,989
Minnesota,Swift,1039
Minnesota,Todd,1801
Minnesota,Traverse,479
Minnesota,Wabasha,2013
Minnesota,Wadena,1429
Minnesota,Waseca,1609
Minnesota,Washington,15217
Minnesota,Watonwan,1145
Minnesota,Wilkin,674
Minnesota,Winona,4825
Minnesota,Wright,6874
Minnesota,Yellow Medicine,1262
Minnesota,Unknown,0
Minnesota,TOTAL,412908
Mississippi,Adams,6040
Mississippi,Alcorn,8600
Mississippi,Amite,2733
Mississippi,Attala,3328
Mississippi,Benton,1703
Mississippi,Bolivar,6135
Mississippi,Calhoun,3245
Mississippi,Carroll,2499
Mississippi,Chickasaw,3526
Mississippi,Choctaw,1581
Mississippi,Claiborne,1426
Mississippi,Clarke,3423
Mississippi,Clay,3836
Mississippi,Coahoma,4431
Mississippi,Copiah,4351
Mississippi,Covington,3341
Mississippi,DeSoto,21890
Mississippi,Forrest,10418
Mississippi,Franklin,1664
Mississippi,George,3377
Mississippi,Greene,2047
Mississippi,Grenada,4626
Mississippi,Hancock,6346
Mississippi,Harrison,29327
Mississippi,Hinds,28891
Mississippi,Holmes,3231
Mississippi,Humphreys,1669
Mississippi,Issaquena,144
Mississippi,Itawamba,5122
Mississippi,Jackson,20348
Mississippi,Jasper,3181
Mississippi,Jefferson,1354
Mississippi,Jefferson Davis,2290
Mississippi,Jones,11500
Mississippi,Kemper,1656
Mississippi,Lafayette,6871
Mississippi,Lamar,7083
Mississippi,Lauderdale,12694
Mississippi,Lawrence,2758
Mississippi,Leake,3511
Mississippi,Lee,15436
Mississippi,Leflore,5560
Mississippi,Lincoln,6252
Mississippi,Lowndes,10235
Mississippi,Madison,13456
Mississippi,Marion,4656
Mississippi,Marshall,5943
Mississippi,Monroe,7753
Mississippi,Montgomery,2541
Mississippi,Neshoba,5064
Mississippi,Newton,4105
Mississippi,Noxubee,2352
Mississippi,Oktibbeha,6003
Mississippi,Panola,5956
Mississippi,Pearl River,9817
Mississippi,Perry,2346
Mississippi,Pike,6749
Mississippi,Pontotoc,5474
Mississippi,Prentiss,5215
Mississippi,Quitman,1480
Mississippi,Rankin,20873
Mississippi,Scott,4354
Mississippi,Sharkey,996
Mississippi,Simpson,4682
Mississippi,Smith,2781
Mississippi,Stone,2769
Mississippi,Sunflower,4308
Mississippi,Tallahatchie,2479
Mississippi,Tate,4603
Mississippi,Tippah,4842
Mississippi,Tishomingo,4817
Mississippi,Tunica,1425
Mississippi,Union,5708
Mississippi,Walthall,2769
Mississippi,Warren,7718
Mississippi,Washington,8106
Mississippi,Wayne,3531
Mississippi,Webster,2696
Mississippi,Wilkinson,1652
Mississippi,Winston,4051
Mississippi,Yalobusha,3306
Mississippi,Yazoo,4155
Mississippi,Unknown,0
Mississippi,TOTAL,481209
Missouri,Adair,4101
Missouri,Andrew,2966
Missouri,Atchison,1350
Missouri,Audrain,4462
Missouri,Barry,5221
Missouri,Barton,2290
Missouri,Bates,2874
Missouri,Benton,4797
Missouri,Bollinger,2490
Missouri,Boone,18058
Missouri,Buchanan,15120
Missouri,Butler,9103
Missouri,Caldwell,1604
Missouri,Callaway,6932
Missouri,Camden,9877
Missouri,Cape Girardeau,13672
Missouri,Carroll,1893
Missouri,Carter,1401
Missouri,Cass,11597
Missouri,Cedar,2455
Missouri,Chariton,1637
Missouri,Christian,8459
Missouri,Clark,1388
Missouri,Clay,28091
Missouri,Clinton,3186
Missouri,Cole,12187
Missouri,Cooper,2799
Missouri,Crawford,3906
Missouri,Dade,1220
Missouri,Dallas,2231
Missouri,Daviess,1625
Missouri,DeKalb,1910
Missouri,Dent,3370
Missouri,Douglas,1892
Missouri,Dunklin,6251
Missouri,Franklin,10728
Missouri,Gasconade,2714
Missouri,Gentry,1432
Missouri,Greene,31721
Missouri,Grundy,2264
Missouri,Harrison,1980
Missouri,Henry,4518
Missouri,Hickory,1904
Missouri,Holt,1065
Missouri,Howard,1659
Missouri,Howell,7927
Missouri,Iron,2373
Missouri,Jackson,72869
Missouri,Jasper,16661
Missouri,Jefferson,22406
Missouri,Johnson,5894
Missouri,Knox,882
Missouri,Laclede,4549
Missouri,Lafayette,5012
Missouri,Lawrence,5188
Missouri,Lewis,1950
Missouri,Lincoln,6182
Missouri,Linn,2805
Missouri,Livingston,2929
Missouri,McDonald,2697
Missouri,Macon,3576
Missouri,Madison,2656
Missouri,Maries,1644
Missouri,Marion,5712
Missouri,Mercer,792
Missouri,Miller,4269
Missouri,Mississippi,2746
Missouri,Moniteau,2361
Missouri,Monroe,1918
Missouri,Montgomery,2273
Missouri,Morgan,4806
Missouri,New Madrid,3310
Missouri,Newton,8874
Missouri,Nodaway,3567
Missouri,Oregon,2308
Missouri,Osage,2158
Missouri,Ozark,1973
Missouri,Pemiscot,3069
Missouri,Perry,3468
Missouri,Pettis,6968
Missouri,Phelps,6907
Missouri,Pike,3042
Missouri,Platte,11144
Missouri,Polk,3584
Missouri,Pulaski,5321
Missouri,Putnam,1185
Missouri,Ralls,2064
Missouri,Randolph,4177
Missouri,Ray,3546
Missouri,Reynolds,1481
Missouri,Ripley,3073
Missouri,St. Charles,37278
Missouri,St. Clair,1892
Missouri,Ste. Genevieve,3169
Missouri,St. Francois,11321
Missouri,St. Louis,120164
Missouri,Saline,3789
Missouri,Schuyler,823
Missouri,Scotland,856
Missouri,Scott,8183
Missouri,Shannon,1661
Missouri,Shelby,1330
Missouri,Stoddard,6140
Missouri,Stone,5693
Missouri,Sullivan,1335
Missouri,Taney,8148
Missouri,Texas,4819
Missouri,Vernon,3554
Missouri,Warren,3856
Missouri,Washington,3698
Missouri,Wayne,2988
Missouri,Webster,3831
Missouri,Worth,477
Missouri,Wright,2909
Missouri,St. Louis City,30174
Missouri,Unknown,0
Missouri,TOTAL,804778
Montana,Beaverhead,1841
Montana,Big Horn,1607
Montana,Blaine,1004
Montana,Broadwater,1111
Montana,Carbon,1993
Montana,Carter,286
Montana,Cascade,12639
Montana,Chouteau,959
Montana,Custer,2530
Montana,Daniels,431
Montana,Dawson,1726
Montana,Deer Lodge,2121
Montana,Fallon,508
Montana,Fergus,2252
Montana,Flathead,16741
Montana,Gallatin,11180
Montana,Garfield,260
Montana,Glacier,1812
Montana,Golden Valley,218
Montana,Granite,789
Montana,Hill,2585
Montana,Jefferson,2126
Montana,Judith Basin,404
Montana,Lake,5552
Montana,Lewis and Clark,10877
Montana,Liberty,403
Montana,Lincoln,4925
Montana,McCone,321
Montana,Madison,1898
Montana,Meagher,521
Montana,Mineral,1092
Montana,Missoula,16432
Montana,Musselshell,1106
Montana,Park,3017
Montana,Petroleum,81
Montana,Phillips,930
Montana,Pondera,1115
Montana,Powder River,340
Montana,Powell,1262
Montana,Prairie,333
Montana,Ravalli,9199
Montana,Richland,1779
Montana,Roosevelt,1574
Montana,Rosebud,1491
Montana,Sanders,3135
Montana,Sheridan,845
Montana,Silver Bow,6339
Montana,Stillwater,1692
Montana,Sweet Grass,768
Montana,Teton,1002
Montana,Toole,819
Montana,Treasure,173
Montana,Valley,1741
Montana,Wheatland,470
Montana,Wibaux,0
Montana,Yellowstone,22344
Montana,Unknown,0
Montana,TOTAL,170955
Nebraska,Adams,6380
Nebraska,Antelope,0
Nebraska,Arthur,0
Nebraska,Banner,0
Nebraska,Blaine,0
Nebraska,Boone,1161
Nebraska,Box Butte,2074
Nebraska,Boyd,0
Nebraska,Brown,0
Nebraska,Buffalo,7023
Nebraska,Burt,1587
Nebraska,Butler,1715
Nebraska,Cass,4144
Nebraska,Cedar,1508
Nebraska,Chase,0
Nebraska,Cherry,0
Nebraska,Cheyenne,1855
Nebraska,Clay,0
Nebraska,Colfax,1378
Nebraska,Cuming,2008
Nebraska,Custer,2473
Nebraska,Dakota,2496
Nebraska,Dawes,1546
Nebraska,Dawson,3656
Nebraska,Deuel,0
Nebraska,Dixon,927
Nebraska,Dodge,6940
Nebraska,Douglas,62376
Nebraska,Dundy,0
Nebraska,Fillmore,0
Nebraska,Franklin,0
Nebraska,Frontier,553
Nebraska,Furnas,0
Nebraska,Gage,4826
Nebraska,Garden,0
Nebraska,Garfield,0
Nebraska,Gosper,434
Nebraska,Grant,179
Nebraska,Greeley,0
Nebraska,Hall,9379
Nebraska,Hamilton,1933
Nebraska,Harlan,0
Nebraska,Hayes,0
Nebraska,Hitchcock,0
Nebraska,Holt,2521
Nebraska,Hooker,0
Nebraska,Howard,1355
Nebraska,Jefferson,1771
Nebraska,Johnson,850
Nebraska,Kearney,1140
Nebraska,Keith,1961
Nebraska,Keya Paha,0
Nebraska,Kimball,926
Nebraska,Knox,1973
Nebraska,Lancaster,41155
Nebraska,Lincoln,6343
Nebraska,Logan,144
Nebraska,Loup,0
Nebraska,McPherson,67
Nebraska,Madison,5870
Nebraska,Merrick,1693
Nebraska,Morrill,895
Nebraska,Nance,679
Nebraska,Nemaha,0
Nebraska,Nuckolls,1144
Nebraska,Otoe,3094
Nebraska,Pawnee,0
Nebraska,Perkins,656
Nebraska,Phelps,2036
Nebraska,Pierce,0
Nebraska,Platte,5884
Nebraska,Polk,0
Nebraska,Red Willow,2381
Nebraska,Richardson,2133
Nebraska,Rock,0
Nebraska,Saline,2405
Nebraska,Sarpy,19251
Nebraska,Saunders,3545
Nebraska,Scotts Bluff,7171
Nebraska,Seward,3110
Nebraska,Sheridan,1240
Nebraska,Sherman,748
Nebraska,Sioux,0
Nebraska,Stanton,849
Nebraska,Thayer,0
Nebraska,Thomas,0
Nebraska,Thurston,968
Nebraska,Valley,0
Nebraska,Washington,3316
Nebraska,Wayne,1329
Nebraska,Webster,919
Nebraska,Wheeler,0
Nebraska,York,2991
Nebraska,Unknown,0
Nebraska,TOTAL,286449
Nevada,Churchill,4839
Nevada,Clark,199199
Nevada,Douglas,12448
Nevada,Elko,5889
Nevada,Esmeralda,228
Nevada,Eureka,0
Nevada,Humboldt,2463
Nevada,Lander,838
Nevada,Lincoln,1025
Nevada,Lyon,10371
Nevada,Mineral,1148
Nevada,Nye,7960
Nevada,Pershing,943
Nevada,Storey,967
Nevada,Washoe,57462
Nevada,White Pine,1721
Nevada,Carson City,11409
Nevada,Unknown,0
Nevada,TOTAL,319219
New Hampshire,Belknap,15031
New Hampshire,Carroll,13363
New Hampshire,Cheshire,15637
New Hampshire,Coos,9276
New Hampshire,Grafton,18257
New Hampshire,Hillsborough,64891
New Hampshire,Merrimack,29014
New Hampshire,Rockingham,53778
New Hampshire,Strafford,21516
New Hampshire,Sullivan,9872
New Hampshire,Unknown,0
New Hampshire,TOTAL,250636
New Jersey,Atlantic,45005
New Jersey,Bergen,134604
New Jersey,Burlington,66239
New Jersey,Camden,73026
New Jersey,Cape May,22785
New Jersey,Cumberland,22226
New Jersey,Essex,81799
New Jersey,Gloucester,41704
New Jersey,Hudson,56048
New Jersey,Hunterdon,19583
New Jersey,Mercer,45409
New Jersey,Middlesex,102111
New Jersey,Monmouth,98358
New Jersey,Morris,72867
New Jersey,Ocean,113794
New Jersey,Passaic,59340
New Jersey,Salem,11823
New Jersey,Somerset,44319
New Jersey,Sussex,23660
New Jersey,Union,61869
New Jersey,Warren,17803
New Jersey,Unknown,0
New Jersey,TOTAL,1214375
New Mexico,Bernalillo,60256
New Mexico,Catron,1140
New Mexico,Chaves,9964
New Mexico,Cibola,3664
New Mexico,Colfax,2818
New Mexico,Curry,6422
New Mexico,De Baca,506
New Mexico,Dona Ana,24510
New Mexico,Eddy,8929
New Mexico,Grant,6166
New Mexico,Guadalupe,849
New Mexico,Harding,182
New Mexico,Hidalgo,771
New Mexico,Lea,8321
New Mexico,Lincoln,4494
New Mexico,Los Alamos,2990
New Mexico,Luna,3984
New Mexico,McKinley,9357
New Mexico,Mora,1166
New Mexico,Otero,9603
New Mexico,Quay,2325
New Mexico,Rio Arriba,6149
New Mexico,Roosevelt,2705
New Mexico,Sandoval,14814
New Mexico,San Juan,18587
New Mexico,San Miguel,4779
New Mexico,Santa Fe,24900
New Mexico,Sierra,2892
New Mexico,Socorro,2549
New Mexico,Taos,6936
New Mexico,Torrance,1833
New Mexico,Union,922
New Mexico,Valencia,7443
New Mexico,Unknown,0
New Mexico,TOTAL,262927
New York,Albany,32980
New York,Allegany,6339
New York,Bronx,85931
New York,Broome,26377
New York,Cattaraugus,9455
New York,Cayuga,10667
New York,Chautauqua,16655
New York,Chemung,12086
New York,Chenango,7202
New York,Clinton,13818
New York,Columbia,10298
New York,Cortland,6516
New York,Delaware,7723
New York,Dutchess,45474
New York,Erie,81113
New York,Essex,6917
New York,Franklin,8144
New York,Fulton,6576
New York,Genesee,5647
New York,Greene,7417
New York,Hamilton,1044
New York,Herkimer,8808
New York,Jefferson,13515
New York,Kings,205462
New York,Lewis,3599
New York,Livingston,5359
New York,Madison,8359
New York,Monroe,53553
New York,Montgomery,6544
New York,Nassau,196651
New York,New York,174902
New York,Niagara,21870
New York,Oneida,31868
New York,Onondaga,51859
New York,Ontario,10175
New York,Orange,48809
New York,Orleans,3970
New York,Oswego,14799
New York,Otsego,10479
New York,Putnam,14471
New York,Queens,187078
New York,Rensselaer,18017
New York,Richmond,51718
New York,Rockland,43828
New York,St. Lawrence,17235
New York,Saratoga,25227
New York,Schenectady,16258
New York,Schoharie,4482
New York,Schuyler,2827
New York,Seneca,4287
New York,Steuben,14257
New York,Suffolk,227153
New York,Sullivan,13916
New York,Tioga,6800
New York,Tompkins,11864
New York,Ulster,29541
New York,Warren,9839
New York,Washington,7797
New York,Wayne,9134
New York,Westchester,125419
New York,Wyoming,3857
New York,Yates,2652
New York,Unknown,0
New York,TOTAL,2126620
North Carolina,Alamance,14614
North Carolina,Alexander,5326
North Carolina,Alleghany,2157
North Carolina,Anson,4016
North Carolina,Ashe,5438
North Carolina,Avery,3103
North Carolina,Beaufort,10660
North Carolina,Bertie,4691
North Carolina,Bladen,5748
North Carolina,Brunswick,33576
North Carolina,Buncombe,41502
North Carolina,Burke,13238
North Carolina,Cabarrus,19374
North Carolina,Caldwell,11392
North Carolina,Camden,1712
North Carolina,Carteret,15300
North Carolina,Caswell,3075
North Carolina,Catawba,22332
North Carolina,Chatham,10711
North Carolina,Cherokee,6831
North Carolina,Chowan,3502
North Carolina,Clay,2855
North Carolina,Cleveland,16867
North Carolina,Columbus,10865
North Carolina,Craven,20008
North Carolina,Cumberland,36801
North Carolina,Currituck,4086
North Carolina,Dare,7337
North Carolina,Davidson,15760
North Carolina,Davie,4792
North Carolina,Duplin,8527
North Carolina,Durham,30035
North Carolina,Edgecombe,9669
North Carolina,Forsyth,31856
North Carolina,Franklin,7996
North Carolina,Gaston,26410
North Carolina,Gates,1988
North Carolina,Graham,1602
North Carolina,Granville,7906
North Carolina,Greene,3059
North Carolina,Guilford,43542
North Carolina,Halifax,11101
North Carolina,Harnett,14524
North Carolina,Haywood,12016
North Carolina,Henderson,22820
North Carolina,Hertford,4308
North Carolina,Hoke,4774
North Carolina,Hyde,857
North Carolina,Iredell,20458
North Carolina,Jackson,6087
North Carolina,Johnston,22347
North Carolina,Jones,2043
North Carolina,Lee,8919
North Carolina,Lenoir,11947
North Carolina,Lincoln,11174
North Carolina,McDowell,7725
North Carolina,Macon,9096
North Carolina,Madison,3924
North Carolina,Martin,4818
North Carolina,Mecklenburg,85356
North Carolina,Mitchell,3095
North Carolina,Montgomery,4038
North Carolina,Moore,17735
North Carolina,Nash,16220
North Carolina,New Hanover,35052
North Carolina,Northampton,4385
North Carolina,Onslow,20092
North Carolina,Orange,13513
North Carolina,Pamlico,3388
North Carolina,Pasquotank,6847
North Carolina,Pender,9568
North Carolina,Perquimans,3248
North Carolina,Person,5578
North Carolina,Pitt,22766
North Carolina,Polk,4788
North Carolina,Randolph,13103
North Carolina,Richmond,8608
North Carolina,Robeson,17906
North Carolina,Rockingham,10337
North Carolina,Rowan,17426
North Carolina,Rutherford,12390
North Carolina,Sampson,9601
North Carolina,Scotland,6504
North Carolina,Stanly,9395
North Carolina,Stokes,4246
North Carolina,Surry,9364
North Carolina,Swain,3164
North Carolina,Transylvania,7144
North Carolina,Tyrrell,697
North Carolina,Union,21564
North Carolina,Vance,6975
North Carolina,Wake,88379
North Carolina,Warren,3263
North Carolina,Washington,2848
North Carolina,Watauga,6199
North Carolina,Wayne,18398
North Carolina,Wilkes,9750
North Carolina,Wilson,15379
North Carolina,Yadkin,3823
North Carolina,Yancey,3914
North Carolina,Unknown,0
North Carolina,TOTAL,1275239
North Dakota,Adams,567
North Dakota,Barnes,2118
North Dakota,Benson,969
North Dakota,Billings,154
North Dakota,Bottineau,1563
North Dakota,Bowman,613
North Dakota,Burke,0
North Dakota,Burleigh,12111
North Dakota,Cass,17841
North Dakota,Cavalier,946
North Dakota,Dickey,942
North Dakota,Divide,0
North Dakota,Dunn,570
North Dakota,Eddy,512
North Dakota,Emmons,688
North Dakota,Foster,605
North Dakota,Golden Valley,0
North Dakota,Grand Forks,8143
North Dakota,Grant,529
North Dakota,Griggs,554
North Dakota,Hettinger,530
North Dakota,Kidder,386
North Dakota,LaMoure,775
North Dakota,Logan,389
North Dakota,McHenry,1070
North Dakota,McIntosh,704
North Dakota,McKenzie,1062
North Dakota,McLean,1943
North Dakota,Mercer,1411
North Dakota,Morton,4049
North Dakota,Mountrail,1369
North Dakota,Nelson,852
North Dakota,Oliver,325
North Dakota,Pembina,1474
North Dakota,Pierce,711
North Dakota,Ramsey,2335
North Dakota,Ransom,1046
North Dakota,Renville,0
North Dakota,Richland,2236
North Dakota,Rolette,1967
North Dakota,Sargent,801
North Dakota,Sheridan,344
North Dakota,Sioux,400
North Dakota,Slope,130
North Dakota,Stark,3853
North Dakota,Steele,373
North Dakota,Stutsman,3241
North Dakota,Towner,584
North Dakota,Traill,1353
North Dakota,Walsh,2141
North Dakota,Ward,8031
North Dakota,Wells,1097
North Dakota,Williams,3221
North Dakota,Unknown,0
North Dakota,TOTAL,101502
Ohio,Adams,4693
Ohio,Allen,15827
Ohio,Ashland,7122
Ohio,Ashtabula,16980
Ohio,Athens,7559
Ohio,Auglaize,6870
Ohio,Belmont,8937
Ohio,Brown,5862
Ohio,Butler,37916
Ohio,Carroll,3577
Ohio,Champaign,4616
Ohio,Clark,15702
Ohio,Clermont,20858
Ohio,Clinton,5670
Ohio,Columbiana,14169
Ohio,Coshocton,6017
Ohio,Crawford,8027
Ohio,Cuyahoga,146666
Ohio,Darke,8307
Ohio,Defiance,6734
Ohio,Delaware,17594
Ohio,Erie,14064
Ohio,Fairfield,15067
Ohio,Fayette,4048
Ohio,Franklin,99284
Ohio,Fulton,6104
Ohio,Gallia,5277
Ohio,Geauga,12552
Ohio,Greene,19174
Ohio,Guernsey,6729
Ohio,Hamilton,85202
Ohio,Hancock,10693
Ohio,Hardin,4713
Ohio,Harrison,2432
Ohio,Henry,4706
Ohio,Highland,6704
Ohio,Hocking,4685
Ohio,Holmes,3157
Ohio,Huron,9675
Ohio,Jackson,5633
Ohio,Jefferson,11086
Ohio,Knox,8753
Ohio,Lake,30539
Ohio,Lawrence,11583
Ohio,Licking,19420
Ohio,Logan,7262
Ohio,Lorain,40255
Ohio,Lucas,48576
Ohio,Madison,4201
Ohio,Mahoning,27821
Ohio,Marion,9179
Ohio,Medina,20037
Ohio,Meigs,4137
Ohio,Mercer,6225
Ohio,Miami,13480
Ohio,Monroe,2217
Ohio,Montgomery,57835
Ohio,Morgan,2243
Ohio,Morrow,4585
Ohio,Muskingum,13553
Ohio,Noble,1870
Ohio,Ottawa,7766
Ohio,Paulding,3203
Ohio,Perry,5081
Ohio,Pickaway,5840
Ohio,Pike,4757
Ohio,Portage,16085
Ohio,Preble,5534
Ohio,Putnam,5279
Ohio,Richland,20415
Ohio,Ross,10516
Ohio,Sandusky,9652
Ohio,Scioto,13341
Ohio,Seneca,9609
Ohio,Shelby,6791
Ohio,Stark,40380
Ohio,Summit,53924
Ohio,Trumbull,26908
Ohio,Tuscarawas,11600
Ohio,Union,4878
Ohio,Van Wert,4566
Ohio,Vinton,1996
Ohio,Warren,20838
Ohio,Washington,11429
Ohio,Wayne,13541
Ohio,Williams,6028
Ohio,Wood,14400
Ohio,Wyandot,3783
Ohio,Unknown,0
Ohio,TOTAL,1372602
Oklahoma,Adair,4050
Oklahoma,Alfalfa,1087
Oklahoma,Atoka,2938
Oklahoma,Beaver,984
Oklahoma,Beckham,3441
Oklahoma,Blaine,1958
Oklahoma,Bryan,8129
Oklahoma,Caddo,5459
Oklahoma,Canadian,14673
Oklahoma,Carter,9545
Oklahoma,Cherokee,8180
Oklahoma,Choctaw,3362
Oklahoma,Cimarron,583
Oklahoma,Cleveland,33231
Oklahoma,Coal,1078
Oklahoma,Comanche,16727
Oklahoma,Cotton,1236
