State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude
Alaska,Lake and Peninsula,1631,553,18.0,54148.0,1,1,1,1,1628.6856195487198,1628.6856195487198,1625.1002038810502,709.751576367962,709.751576367962,708.113841122193,1630.98475030556,492,127,380,9,6,5,1061,170,43,254,97,1.9,,,32,21,,,81.0,31.0,58.2787538674,-156.544796848
Alaska,Matanuska-Susitna,88995,31824,11.749999999999995,81240.29166666669,3,3,3,3,29164.490369092113,35071.21791747424,25748.383693261945,8429.113415824264,10220.927356560982,7305.215277411811,84437.77735670572,25719,7069,75540,856,1096,221,4901,6381,3301,989,3398,7.7,1002.0,7055.0,30,14,948.0,,3505.0,12.0,62.3046703274,-149.580200458
Alaska,Nome,9492,2815,24.65,54179.0,1,1,1,1,5276.00763807735,5276.00763807735,4442.6998355498845,3615.8203027743157,3615.8203027743157,3024.1095660319097,6843.97507317041,3259,603,1552,27,96,9,7199,609,115,1565,873,2.8,136.0,12354.0,32,25,35.0,,485.0,28.0,64.8354505226,-164.244322616
Alaska,North Slope,9430,2029,10.066666666666666,53869.0,1,1,1,1,5777.798082919831,7515.2854495132715,5777.798082919831,1317.56973414244,1840.236095279966,1317.56973414244,7515.2854495132715,2251,402,3147,94,425,104,5100,560,249,881,341,7.5,90.0,8326.0,37,16,39.0,74.0,246.0,18.0,69.3634118461,-153.510605515
Alaska,Northwest Arctic,7523,1919,21.749999999999947,66501.0,1,1,1,1,4363.809284806638,5396.489776332311,3548.1082026336885,2577.7140417203464,2953.702093371392,2149.7419943907958,5396.734841201011,2655,455,846,37,42,12,6121,465,58,1212,588,2.9,85.0,11151.0,32,24,,,463.0,35.0,67.0081724432,-160.006978537
Alaska,Sitka,8881,3545,7.95,79894.5,0,0,0,0,3066.5883858571087,4540.78413409337,3066.5883858571087,571.2121118318622,919.023625557384,571.2121118318622,4540.78413409337,2090,1008,5798,47,529,30,1493,984,437,456,341,7.7,79.0,5764.0,29,13,98.0,8.0,211.0,10.0,57.1797757863,-135.304965119
Alaska,Southeast Fairbanks,7029,2567,14.34999999999995,66959.0,1,1,1,1,3323.08447550761,3323.08447550761,2633.58082929054,1323.1559162462931,1323.1559162462931,1066.79763334055,6842.005602572442,1849,664,5651,76,64,18,808,412,234,161,234,6.4,101.0,7924.0,33,14,84.0,,321.0,21.0,63.8762960012,-143.211992263
Alaska,Valdez-Cordova,9636,3966,9.6666666666666,90324.66666666669,1,1,1,1,5010.710885650457,5010.710885650457,1674.75410937435,1475.7918055343264,1475.7918055343264,613.8264023152258,8976.034769005739,2348,798,7127,46,354,54,1315,740,349,203,233,7.0,112.0,6752.0,30,13,88.0,23.0,424.0,12.0,61.4170040809,-144.760229318
Alaska,Yakutat,662,270,4.7,76000.0,0,0,0,0,662.0000009938391,662.0000009938391,662.0000009938391,167.845668372982,167.845668372982,167.845668372982,662.0000009938391,162,64,281,2,27,12,237,103,17,26,26,7.5,,,31,16,,,22.0,26.0,59.8632076093,-140.381018617
Alaska,Yukon-Koyukuk,5588,2217,24.1,48222.75,4,4,4,4,5587.999995387751,5587.999995387751,5587.999995387751,2779.799147713837,2779.799147713837,2779.799147713837,5587.999995387751,1552,569,1243,10,14,6,3992,323,66,1016,665,0.9,119.0,15729.0,28,23,64.0,,442.0,34.0,65.5086521548,-151.389616025
Arizona,Apache,71518,22771,35.93749999999995,36822.125,12,12,9,12,43728.95616971375,45859.04270944278,27968.038916974718,29830.203127557223,30807.968296892228,19721.359784703527,69750.38679207451,22660,8268,16634,175,203,26,52154,2326,4113,2122,5018,0.9,1120.0,14480.0,35,30,1285.0,84.0,2773.0,45.0,35.3955080611,-109.488828707
Arizona,Cochise,131346,50865,19.115624999999973,51112.8125,12,14,11,6,57849.36056239468,79765.07619161508,45602.07083506981,20249.06024001417,30621.312117854544,15817.64388658666,112728.06627546654,30250,22688,103085,5465,2525,418,1589,18264,42543,2911,7812,6.3,1744.0,7380.0,26,18,1713.0,477.0,3715.0,26.0,31.8796370864,-109.751263137
Arizona,Coconino,134421,46711,24.83214285714283,57898.714285714275,10,12,10,6,41039.05276377419,70513.8626610075,34748.67124841891,18853.43075403521,31813.960930723522,15514.29974504934,99474.19464035367,31788,11924,82967,1629,1846,164,36714,11101,18166,2974,6726,5.4,1219.0,7410.0,23,18,1231.0,462.0,4786.0,21.0,35.8386956734,-111.770512718
Arizona,Gila,53597,22000,22.674999999999976,47797.375,8,8,6,3,20828.690223646725,28130.64949348653,11727.486822835268,9546.50189921437,12646.392929263833,4561.33351493859,44807.55854697775,11471,12450,41162,233,273,47,7946,3936,9588,1652,3918,5.9,1036.0,11808.0,28,19,1230.0,174.0,1691.0,37.0,33.7997498678,-110.811737097
Arizona,Graham,37220,11120,20.83333333333332,54920.77777777778,1,2,1,1,16220.85228758876,19588.945912809642,15006.825133266912,8475.792661032669,9711.002504608468,7774.212272623669,33989.832551358966,10575,4261,26827,683,200,52,5376,4082,11320,645,2485,6.2,407.0,7784.0,33,21,371.0,121.0,1086.0,27.0,32.9326627045,-109.887451628
Arizona,Greenlee,8437,3188,14.866666666666632,53014.33333333334,1,1,1,1,5724.898759650337,5724.898759650337,4571.3481549564995,2433.645205076099,2433.645205076099,1821.397248743181,8436.99999459342,2463,1016,6514,89,46,5,195,1588,4040,139,346,5.3,82.0,6848.0,35,19,124.0,55.0,320.0,11.0,33.2154016682,-109.240355413
Arizona,La Paz,20489,9198,14.777777777777748,43133.444444444445,2,2,1,2,8311.775539285492,9155.497449208971,4616.7638660959965,3687.6091512285384,4020.994377055645,1916.218412495664,18120.402995911776,3678,6683,14306,129,107,7,2628,3312,4806,689,1492,5.6,460.0,14815.0,32,21,419.0,62.0,622.0,37.0,33.7293704444,-113.981607439
Arizona,Maricopa,3817117,1411583,17.502401746724903,66163.06986899562,98,307,96,123,755125.4264734933,2335120.9657667414,735080.2499778628,217897.3385606661,796238.0721017581,210173.23355665992,2462176.716873031,1007861,462641,2786781,190519,132225,7790,78329,621473,1128741,97077,171581,7.3,36832.0,6136.0,25,15,28363.0,16110.0,103927.0,23.0,33.3489778227,-112.491486812
Arizona,Mohave,200186,82539,20.525581395348816,46332.46511627907,20,24,16,12,91285.56394025356,131060.37640979224,76705.34597937124,40218.02904206766,57606.60210808696,33773.21769721532,172200.91972651644,41265,46658,173878,1882,2103,341,4500,17482,29569,4284,13854,5.2,4425.0,10596.0,30,17,4100.0,399.0,6363.0,30.0,35.7040584995,-113.757910618
Arizona,Navajo,107449,35658,31.012903225806397,40353.32258064516,17,18,10,15,43617.76519243075,50106.270637387286,30207.688701545903,28362.749491821225,31528.903613882852,18844.272629166517,96155.36651927489,31973,14241,52972,938,580,75,46611,6273,11571,3182,9065,4.3,1621.0,12283.0,31,23,1875.0,367.0,3972.0,37.0,35.3995733714,-110.321396004
Arizona,Pima,980263,388660,18.337344398340235,58094.215767634865,28,91,25,47,274756.06761366397,600507.7209780804,261683.04999640165,88445.28803096806,232347.3290515623,82359.92360874952,689136.724692266,225316,151293,728751,34674,25731,1624,32605,156878,338802,32495,55949,7.0,11428.0,7136.0,24,16,7055.0,4515.0,25787.0,28.0,32.097399026,-111.789863499
Arizona,Pinal,375770,125590,17.42666666666664,54217.14666666667,18,21,17,13,178537.83158767354,243226.0670904596,166601.39072296864,60511.50951712753,86851.06231201478,55316.74762896341,330924.117636005,99700,52071,272013,17215,6492,1565,20949,57536,106977,5535,15654,7.3,4180.0,6476.0,32,17,4238.0,794.0,9963.0,22.0,32.9043665122,-111.344739896
Arizona,Santa Cruz,47420,15437,26.639999999999965,39662.5,4,6,4,1,18854.463689813176,27285.52970227563,16684.751211589297,9655.890381605417,14828.431270871512,8747.347205022023,39422.37149558472,14560,6224,34835,179,255,15,328,11808,39273,992,3665,7.3,365.0,4870.0,23,28,292.0,52.0,2303.0,37.0,31.525961257,-110.846516905
Arizona,Yavapai,211033,90903,16.449999999999974,53160.357142857145,13,14,10,6,73882.46767810057,107108.7941219454,59511.56524414205,28459.891672478563,42447.54510292788,22327.654752009432,186035.29932054578,40269,50767,188515,1267,1785,213,3549,15704,28728,4649,11738,6.2,3450.0,8600.0,25,15,3527.0,535.0,5434.0,23.0,34.5998564246,-112.553944833
Arizona,Yuma,195751,64767,18.981818181818163,43911.07272727273,14,32,12,5,45441.71793933275,112505.80073595693,43489.17574066915,20317.78050350721,55359.41945966616,19130.48765949681,140744.47227581125,55185,30646,137881,3931,2324,306,3056,48253,116912,4133,14337,5.7,1941.0,6060.0,31,25,2522.0,756.0,20446.0,31.0,32.7696188927,-113.905618757
Arkansas,Arkansas,19019,8005,16.724999999999973,49791.0,3,3,3,1,8661.668025314644,12800.973160982663,6817.600101553659,4003.699540946813,5704.029853598501,3444.9427764621623,16741.292593205602,4425,3115,13659,4661,92,2,36,569,513,602,1159,6.0,330.0,10338.0,34,24,289.0,92.0,414.0,31.0,34.2908080523,-91.3749047506
Arkansas,Ashley,21853,8765,18.714285714285687,45983.571428571435,4,4,2,1,5209.597258938974,9658.485726880164,2541.1712970632793,3018.781549008249,5622.395830194035,1565.1386138868452,19156.41549389308,5330,3544,15143,5640,40,3,70,957,1069,512,1770,5.3,387.0,10435.0,42,25,483.0,61.0,655.0,31.0,33.1912219797,-91.7684475565
Arkansas,Baxter,41513,18748,15.1444444444444,47688.444444444445,0,0,0,0,6957.047759113798,12543.653172148006,6141.555524381242,2590.183296663341,4611.345204975199,2139.062352501345,37215.406098983636,7506,11659,40231,67,169,17,232,797,688,821,2404,7.0,774.0,9666.0,32,20,967.0,51.0,923.0,29.0,36.2871782318,-92.3369721117
Arkansas,Benton,221339,82087,11.873469387755089,68979.16326530612,4,6,4,2,53826.659490483966,110089.90712493703,53136.623342948675,15565.145559135215,34290.18866470605,15367.412919704686,190879.8109469348,61848,26986,182817,2814,6319,671,3751,24967,34283,2598,6663,7.6,2268.0,6048.0,30,16,2034.0,567.0,4667.0,15.0,36.3387382969,-94.2561015344
Arkansas,Boone,36903,15120,17.928571428571427,45365.714285714275,3,3,2,3,8290.270272847016,11471.027538741851,2851.830955257335,3909.1094636385246,5895.118277568014,1455.504805454541,32596.567273039786,8585,6673,35624,72,156,21,263,767,674,902,2285,6.4,572.0,8575.0,34,22,647.0,139.0,802.0,25.0,36.3085986469,-93.0915633723
Arkansas,Bradley,11508,4673,28.44,40621.2,1,1,0,0,572.4026165859191,572.4026165859191,0.0,294.614143593614,294.614143593614,0.0,8462.117722126439,2681,2041,6934,3173,27,1,56,1317,1516,424,1037,5.9,209.0,11869.0,39,28,237.0,29.0,276.0,40.0,33.4664224376,-92.1624016443
Arkansas,Calhoun,5368,2262,17.200000000000006,46267.0,1,1,0,0,3493.5279607473303,3493.5279607473303,0.0,1747.3162669906678,1747.3162669906678,0.0,5367.9999932559795,1102,923,4001,1192,11,0,15,149,152,131,250,3.6,100.0,9149.0,34,24,93.0,9.0,137.0,23.0,33.5580341574,-92.5030441645
Arkansas,Carroll,27446,11393,17.579999999999963,45141.2,2,2,1,1,3974.8767409178968,6140.861748931065,3111.34931845855,2428.0839465177523,3853.861061061641,2158.7219860462,23520.78871454268,6183,5131,24593,103,164,39,251,2296,3489,580,1530,7.5,422.0,8797.0,36,23,379.0,67.0,598.0,28.0,36.3410829938,-93.5381811083
Arkansas,Chicot,11800,4579,32.89999999999995,32657.0,2,2,2,3,7301.14018552802,7301.14018552802,5510.999996462379,4068.0145197531483,4068.0145197531483,3343.32251161159,11047.798685684871,2724,2149,4864,6381,55,4,23,473,542,687,1219,4.7,214.0,10258.0,43,30,244.0,53.0,350.0,43.0,33.2672553197,-91.2939728213
Arkansas,Clark,22995,8783,24.119999999999976,51786.6,3,3,2,2,8521.06518186924,11940.196439248079,3532.3361600763396,4611.106259690749,6342.066265902059,2070.1889150882503,21287.557622132157,4480,3410,16518,5413,120,5,98,841,926,474,1265,6.0,354.0,9824.0,34,23,308.0,70.0,541.0,28.0,34.0509558643,-93.1763674899
Arkansas,Clay,16083,6845,19.816666666666624,41328.833333333336,2,2,2,0,2902.3598929373456,5980.43802546457,2443.950795623585,1283.0454053974127,3157.177103414981,1102.716296922702,13803.22893393565,3590,3220,15682,56,20,1,42,282,217,350,1153,6.6,328.0,10693.0,34,23,392.0,28.0,433.0,28.0,36.3683942057,-90.4173835629
Arkansas,Cleburne,25970,11078,15.228571428571426,52977.714285714275,1,1,1,0,3342.4774390605976,5475.371210938787,1179.5879486320098,1250.2372675878578,2137.928406807042,472.50224227459603,23012.01999070366,5162,6118,25130,72,52,7,141,568,517,324,1034,6.9,455.0,8453.0,32,18,585.0,64.0,691.0,25.0,35.5381064958,-92.0267180322
Arkansas,Cleveland,8689,3416,17.84999999999995,51415.0,0,0,0,0,1838.8868462512162,1838.8868462512162,0.0,479.31128851433266,479.31128851433266,0.0,8147.085836290709,2151,1416,7452,1059,10,1,23,144,145,124,538,6.2,152.0,9623.0,36,20,174.0,4.0,197.0,26.0,33.8983618624,-92.1851454385
Arkansas,Columbia,24552,9759,28.43999999999998,48162.4,2,2,2,3,4743.859982897493,8798.399249378763,3283.31467587375,2111.3567293955357,4340.676754677367,1553.8820225109891,20676.74978387522,5594,3928,14696,9059,177,4,71,545,533,746,2070,5.2,400.0,10160.0,36,25,442.0,66.0,643.0,33.0,33.2142871374,-93.227308885
Arkansas,Conway,21273,8463,23.19999999999993,47115.83333333334,2,2,2,0,5243.060692947008,8329.373716016402,2174.4529507541642,2083.7936975694192,3769.3899482066577,1014.2331505178247,18783.905355784882,5145,3592,17917,2385,83,4,152,732,757,523,1454,6.0,390.0,10689.0,40,23,324.0,50.0,545.0,29.0,35.2622207059,-92.7013072101
Arkansas,Craighead,96443,37291,22.976470588235262,51810.94117647059,3,7,3,4,21050.01072069535,44888.41084482019,20279.094012218644,9556.451592418198,22523.434352098306,9264.829523853594,76448.90782548324,24141,11740,78323,12640,1075,29,342,4034,4277,2556,6024,5.8,1338.0,8710.0,36,21,1356.0,377.0,2322.0,24.0,35.8307887047,-90.632841255
Arkansas,Crawford,61948,23447,20.25454545454544,46522.545454545456,2,3,2,1,20011.22131804862,30364.2154055952,18343.614004242358,8836.933093842592,14111.680838138098,8182.239110710187,56361.83210085607,16350,8233,55194,725,893,23,1392,3721,3760,991,3381,6.6,954.0,9195.0,35,21,778.0,201.0,1445.0,23.0,35.5884840734,-94.2429568096
Arkansas,Crittenden,50902,19026,27.629999999999985,46981.25,4,9,3,5,10843.922560713214,28099.66409523625,9862.454265340451,3589.331142775369,12425.958491301286,3204.546732506799,39197.69115006891,14809,5477,23446,26051,301,8,135,961,1014,2102,4079,4.9,913.0,11955.0,39,29,738.0,678.0,1373.0,37.0,35.2079371348,-90.3088719897
Arkansas,Cross,17870,7002,18.53333333333332,47140.16666666666,1,1,1,2,3455.5973300078754,8008.047829759234,1889.85789761375,1580.5791986879096,3822.473674762336,838.911117972754,15418.692407426292,4494,2759,13495,3972,83,3,47,270,266,562,1227,5.7,373.0,12699.0,38,23,314.0,92.0,456.0,32.0,35.2957261162,-90.771226853
Arkansas,Dallas,8116,3280,13.933333333333302,48717.33333333334,0,0,0,0,4671.75392816989,6138.744689665769,2178.287215544681,2114.88569953988,2795.3820094417492,1044.7086038258367,6989.981664594099,1913,1474,4476,3400,11,1,32,196,188,455,547,5.0,146.0,9632.0,36,25,154.0,35.0,215.0,36.0,33.9698311293,-92.6544402046
Arkansas,Desha,13008,5321,30.999999999999982,39860.6,2,2,2,2,4205.687195330838,4972.081658804069,3037.605538000039,2009.8261476002247,2592.3528033127327,1660.6314067122512,10937.488276851858,3377,1970,6230,6216,43,2,35,482,578,631,1448,3.5,256.0,11456.0,40,30,283.0,60.0,422.0,46.0,33.8333331807,-91.2539442656
Arkansas,Drew,18509,7360,28.419999999999963,41690.6,2,2,1,1,4846.658314063643,6541.200924725473,2770.53781233088,2405.470962892063,3290.653034156453,1437.40534205264,15785.585680763446,4361,2735,12739,5144,95,5,43,483,454,442,1426,5.0,279.0,10090.0,34,26,293.0,74.0,567.0,29.0,33.5894557062,-91.720023319
Arkansas,Faulkner,113237,42614,16.467999999999964,62338.36,2,6,2,3,33391.46930944623,59291.474308120465,32947.808503011314,10445.988780260364,21125.72564826777,10236.171828012371,100285.6065212122,27742,11318,95420,11568,1277,48,658,4266,4435,2169,4677,6.3,1332.0,7794.0,33,18,1462.0,375.0,2888.0,17.0,35.1469781265,-92.332041157
Arkansas,Franklin,18125,7037,20.5666666666666,45888.33333333334,1,1,0,1,527.628156991492,527.628156991492,0.0,216.29139992182098,216.29139992182098,0.0,16484.51100120719,4431,3007,17221,130,162,24,189,399,371,303,1098,6.9,328.0,10930.0,37,21,299.0,60.0,382.0,27.0,35.5123637272,-93.8906143781
Arkansas,Fulton,12245,5196,20.59999999999995,41715.0,0,0,0,0,1710.8173535143965,1710.8173535143965,0.0,1090.4796550213134,1090.4796550213134,0.0,11554.53647122517,2598,2742,11857,40,28,1,79,240,97,231,977,6.4,213.0,9905.0,33,20,230.0,22.0,257.0,34.0,36.3816695474,-91.8182352994
Arkansas,Garland,96024,40994,24.319999999999986,45573.7,7,11,5,9,28792.847945887017,46916.76895189373,26979.641831416087,11266.125005986909,21113.61744335536,10460.299941732908,86039.7682520294,20093,20098,82964,7615,695,45,587,4118,4622,2861,5407,5.9,1820.0,10448.0,32,21,1449.0,408.0,2268.0,28.0,34.5767017575,-93.150399652
Arkansas,Grant,17853,6933,10.8,55385.25,1,1,0,0,6244.984166908731,9058.16009044074,4382.3451552386105,1931.6972952723327,2789.8270371759936,1232.548924141839,16197.52110522615,4315,2591,16940,390,48,2,77,396,392,209,620,7.4,278.0,8710.0,38,18,301.0,40.0,389.0,19.0,34.2900177408,-92.4235830486
Arkansas,Greene,42090,16425,18.85555555555552,47965.444444444445,1,2,1,2,9928.03283864738,17555.186393050022,7777.1142777736795,3875.6828161204494,7184.557349803758,2974.9889717827027,38905.022828159905,10590,6034,40578,233,108,7,209,955,901,674,2815,6.4,730.0,10750.0,31,21,710.0,136.0,1069.0,25.0,36.117697723,-90.5590717273
Arkansas,Hempstead,22609,8839,24.659999999999982,44370.0,3,3,2,2,7145.4613312654,11884.575592571888,4041.01770331267,3590.5160716140704,6752.83207801383,2327.62671608025,20842.09696189036,5878,3396,13431,6646,82,19,88,2343,2713,576,1154,5.5,394.0,10768.0,40,29,359.0,139.0,508.0,34.0,33.7353045888,-93.6684431539
Arkansas,Hot Spring,32923,12664,15.085714285714285,47797.142857142855,2,2,2,1,6743.822173595326,11184.739482606969,2403.633309883929,2818.5530321950646,4815.54158775034,946.7475525488901,29135.467089716494,7686,5164,28179,3568,95,16,154,911,919,634,1739,6.4,589.0,10644.0,35,21,571.0,,739.0,28.0,34.3176480082,-92.9460691759
Arkansas,Howard,13789,5365,20.999999999999968,42078.66666666666,1,1,1,1,6191.3704024865465,7542.342711532969,3386.69381488281,3114.8433884007013,3965.122512629452,1655.142007448102,13134.884579662548,3623,2104,9894,2846,87,10,96,856,1349,403,670,6.2,234.0,10077.0,36,26,226.0,25.0,266.0,31.0,34.0887429323,-93.9934933573
Arkansas,Independence,36647,14391,22.587499999999967,47561.0,2,2,1,2,4279.818067570001,5120.797723137793,1989.02033370746,2475.5530303058576,2956.5946900784875,1314.59547043657,34277.94447381054,8792,5730,33688,722,278,40,179,1740,2139,775,2014,6.2,589.0,9129.0,37,23,727.0,191.0,1046.0,27.0,35.7415534129,-91.5697116529
Arkansas,Izard,13696,5731,18.399999999999928,38819.25,0,0,0,0,150.8230514916076,150.8230514916076,0.0,74.78755054705198,74.78755054705198,0.0,12981.546011527542,2625,3229,13118,175,41,2,105,255,208,270,865,7.1,261.0,9240.0,34,21,289.0,24.0,342.0,31.0,36.0948699143,-91.9134102959
Arkansas,Jackson,17997,6724,25.17999999999996,42463.6,3,3,2,2,4921.83974354139,7080.9587903150905,4116.71067005178,2785.9753768124883,3765.3965042321747,2287.186289432434,15601.719115594942,3734,2856,14363,3000,53,16,91,474,436,557,1449,5.3,348.0,10496.0,37,24,442.0,85.0,484.0,40.0,35.5992402368,-91.2145376687
Arkansas,Jefferson,77435,28873,27.841666666666626,42724.04166666666,3,14,3,2,16794.639055617426,41046.906626056414,14535.827128494397,5716.008876215807,19229.596956614663,4598.94168121808,62770.172848031296,18428,10255,32507,42639,601,9,213,1466,1219,2082,5930,4.6,1306.0,11169.0,41,26,1131.0,655.0,2110.0,38.0,34.2687844437,-91.9315146225
Arkansas,Johnson,25540,9812,21.39999999999995,38669.333333333336,2,2,2,1,6068.90986162575,9753.68248832563,4917.233016822931,3077.5546906010663,5159.216371698058,2512.9903682987947,22817.48755477268,6329,3749,22280,364,175,18,226,2477,3094,581,1560,7.0,344.0,7802.0,36,24,311.0,50.0,620.0,29.0,35.5701227411,-93.4598811569
Arkansas,Lafayette,7645,3150,25.349999999999948,43135.5,1,1,0,2,1615.9385292361735,1615.9385292361735,0.0,719.2129098545983,719.2129098545983,0.0,7016.12731162431,1776,1483,4642,2845,26,0,17,115,131,302,643,5.0,172.0,14143.0,36,26,154.0,16.0,208.0,36.0,33.2409810885,-93.6070389924
