State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty
Arizona,Gila,53597,22000,22.674999999999976,47797.375,20828.690223646725,28130.649493486526,11727.486822835268,9546.50189921437,12646.392929263833,4561.33351493859,44807.55854697775,11471,12450,41162,233,273,47,7946,3936,9588,1652,3918,5.9,1036.0,11808.0,28,19,1230.0,174.0,1691.0,37.0
Arizona,Graham,37220,11120,20.83333333333332,54920.77777777778,16220.85228758876,19588.94591280964,15006.825133266913,8475.792661032669,9711.002504608467,7774.212272623669,33989.83255135896,10575,4261,26827,683,200,52,5376,4082,11320,645,2485,6.2,407.0,7784.0,33,21,371.0,121.0,1086.0,27.0
Arizona,Greenlee,8437,3188,14.866666666666633,53014.333333333336,5724.898759650337,5724.898759650337,4571.348154956499,2433.645205076099,2433.645205076099,1821.397248743181,8436.99999459342,2463,1016,6514,89,46,5,195,1588,4040,139,346,5.3,82.0,6848.0,35,19,124.0,55.0,320.0,11.0
Arizona,La Paz,20489,9198,14.777777777777747,43133.444444444445,8311.775539285492,9155.497449208971,4616.763866095997,3687.609151228538,4020.9943770556447,1916.2184124956639,18120.402995911776,3678,6683,14306,129,107,7,2628,3312,4806,689,1492,5.6,460.0,14815.0,32,21,419.0,62.0,622.0,37.0
Arizona,Maricopa,3817117,1411583,17.502401746724903,66163.06986899563,755125.4264734933,2335120.9657667414,735080.2499778628,217897.3385606661,796238.0721017582,210173.23355665992,2462176.716873031,1007861,462641,2786781,190519,132225,7790,78329,621473,1128741,97077,171581,7.3,36832.0,6136.0,25,15,28363.0,16110.0,103927.0,23.0
Arizona,Mohave,200186,82539,20.525581395348816,46332.46511627907,91285.56394025356,131060.37640979224,76705.34597937124,40218.02904206766,57606.602108086954,33773.21769721532,172200.91972651644,41265,46658,173878,1882,2103,341,4500,17482,29569,4284,13854,5.2,4425.0,10596.0,30,17,4100.0,399.0,6363.0,30.0
Arizona,Navajo,107449,35658,31.0129032258064,40353.32258064516,43617.76519243075,50106.27063738729,30207.688701545903,28362.749491821225,31528.90361388285,18844.272629166513,96155.36651927489,31973,14241,52972,938,580,75,46611,6273,11571,3182,9065,4.3,1621.0,12283.0,31,23,1875.0,367.0,3972.0,37.0
Arizona,Pima,980263,388660,18.337344398340232,58094.21576763486,274756.06761366397,600507.7209780804,261683.04999640165,88445.28803096808,232347.32905156232,82359.92360874952,689136.7246922659,225316,151293,728751,34674,25731,1624,32605,156878,338802,32495,55949,7.0,11428.0,7136.0,24,16,7055.0,4515.0,25787.0,28.0
Arizona,Pinal,375770,125590,17.42666666666664,54217.14666666667,178537.83158767357,243226.06709045958,166601.39072296862,60511.50951712752,86851.06231201478,55316.747628963414,330924.117636005,99700,52071,272013,17215,6492,1565,20949,57536,106977,5535,15654,7.3,4180.0,6476.0,32,17,4238.0,794.0,9963.0,22.0
Arizona,Santa Cruz,47420,15437,26.639999999999965,39662.5,18854.463689813176,27285.529702275628,16684.751211589297,9655.890381605415,14828.431270871512,8747.347205022023,39422.37149558472,14560,6224,34835,179,255,15,328,11808,39273,992,3665,7.3,365.0,4870.0,23,28,292.0,52.0,2303.0,37.0
Arizona,Yavapai,211033,90903,16.449999999999974,53160.357142857145,73882.46767810058,107108.7941219454,59511.56524414205,28459.89167247856,42447.54510292788,22327.65475200943,186035.2993205458,40269,50767,188515,1267,1785,213,3549,15704,28728,4649,11738,6.2,3450.0,8600.0,25,15,3527.0,535.0,5434.0,23.0
Arizona,Yuma,195751,64767,18.981818181818163,43911.07272727273,45441.71793933275,112505.80073595693,43489.17574066915,20317.78050350721,55359.41945966616,19130.487659496812,140744.47227581125,55185,30646,137881,3931,2324,306,3056,48253,116912,4133,14337,5.7,1941.0,6060.0,31,25,2522.0,756.0,20446.0,31.0
Arkansas,Arkansas,19019,8005,16.724999999999977,49791.0,8661.668025314644,12800.973160982663,6817.60010155366,4003.6995409468136,5704.029853598501,3444.9427764621623,16741.292593205602,4425,3115,13659,4661,92,2,36,569,513,602,1159,6.0,330.0,10338.0,34,24,289.0,92.0,414.0,31.0
Arkansas,Ashley,21853,8765,18.714285714285687,45983.57142857143,5209.597258938974,9658.485726880164,2541.171297063279,3018.781549008249,5622.395830194035,1565.138613886845,19156.41549389308,5330,3544,15143,5640,40,3,70,957,1069,512,1770,5.3,387.0,10435.0,42,25,483.0,61.0,655.0,31.0
Arkansas,Baxter,41513,18748,15.144444444444398,47688.444444444445,6957.047759113797,12543.653172148006,6141.555524381243,2590.1832966633406,4611.345204975199,2139.0623525013443,37215.40609898364,7506,11659,40231,67,169,17,232,797,688,821,2404,7.0,774.0,9666.0,32,20,967.0,51.0,923.0,29.0
Arkansas,Benton,221339,82087,11.873469387755087,68979.16326530612,53826.65949048397,110089.90712493702,53136.62334294867,15565.145559135217,34290.18866470605,15367.412919704686,190879.81094693477,61848,26986,182817,2814,6319,671,3751,24967,34283,2598,6663,7.6,2268.0,6048.0,30,16,2034.0,567.0,4667.0,15.0
Arkansas,Boone,36903,15120,17.928571428571427,45365.71428571428,8290.270272847016,11471.02753874185,2851.830955257335,3909.109463638525,5895.118277568014,1455.504805454541,32596.567273039786,8585,6673,35624,72,156,21,263,767,674,902,2285,6.4,572.0,8575.0,34,22,647.0,139.0,802.0,25.0
Arkansas,Bradley,11508,4673,28.439999999999998,40621.2,572.402616585919,572.402616585919,0.0,294.614143593614,294.614143593614,0.0,8462.117722126439,2681,2041,6934,3173,27,1,56,1317,1516,424,1037,5.9,209.0,11869.0,39,28,237.0,29.0,276.0,40.0
Arkansas,Calhoun,5368,2262,17.200000000000003,46267.0,3493.5279607473303,3493.5279607473303,0.0,1747.3162669906678,1747.3162669906678,0.0,5367.99999325598,1102,923,4001,1192,11,0,15,149,152,131,250,3.6,100.0,9149.0,34,24,93.0,9.0,137.0,23.0
Arkansas,Carroll,27446,11393,17.579999999999963,45141.2,3974.8767409178968,6140.861748931066,3111.34931845855,2428.0839465177523,3853.8610610616424,2158.7219860462,23520.78871454268,6183,5131,24593,103,164,39,251,2296,3489,580,1530,7.5,422.0,8797.0,36,23,379.0,67.0,598.0,28.0
Arkansas,Chicot,11800,4579,32.89999999999995,32657.0,7301.14018552802,7301.14018552802,5510.99999646238,4068.0145197531483,4068.0145197531483,3343.32251161159,11047.79868568487,2724,2149,4864,6381,55,4,23,473,542,687,1219,4.7,214.0,10258.0,43,30,244.0,53.0,350.0,43.0
Arkansas,Clark,22995,8783,24.119999999999976,51786.6,8521.06518186924,11940.19643924808,3532.33616007634,4611.106259690749,6342.066265902059,2070.18891508825,21287.55762213216,4480,3410,16518,5413,120,5,98,841,926,474,1265,6.0,354.0,9824.0,34,23,308.0,70.0,541.0,28.0
Arkansas,Clay,16083,6845,19.81666666666662,41328.833333333336,2902.3598929373456,5980.43802546457,2443.950795623585,1283.0454053974127,3157.1771034149806,1102.716296922702,13803.22893393565,3590,3220,15682,56,20,1,42,282,217,350,1153,6.6,328.0,10693.0,34,23,392.0,28.0,433.0,28.0
Arkansas,Cleburne,25970,11078,15.228571428571428,52977.71428571428,3342.4774390605976,5475.371210938787,1179.58794863201,1250.2372675878578,2137.928406807042,472.502242274596,23012.01999070366,5162,6118,25130,72,52,7,141,568,517,324,1034,6.9,455.0,8453.0,32,18,585.0,64.0,691.0,25.0
Arkansas,Cleveland,8689,3416,17.84999999999995,51415.0,1838.886846251216,1838.886846251216,0.0,479.3112885143326,479.3112885143326,0.0,8147.085836290709,2151,1416,7452,1059,10,1,23,144,145,124,538,6.2,152.0,9623.0,36,20,174.0,4.0,197.0,26.0
Arkansas,Columbia,24552,9759,28.43999999999998,48162.4,4743.859982897493,8798.399249378763,3283.31467587375,2111.356729395536,4340.676754677367,1553.882022510989,20676.74978387522,5594,3928,14696,9059,177,4,71,545,533,746,2070,5.2,400.0,10160.0,36,25,442.0,66.0,643.0,33.0
Arkansas,Conway,21273,8463,23.199999999999932,47115.833333333336,5243.060692947008,8329.373716016402,2174.4529507541642,2083.7936975694192,3769.3899482066577,1014.2331505178249,18783.90535578488,5145,3592,17917,2385,83,4,152,732,757,523,1454,6.0,390.0,10689.0,40,23,324.0,50.0,545.0,29.0
Arkansas,Craighead,96443,37291,22.97647058823526,51810.94117647059,21050.01072069535,44888.41084482019,20279.094012218644,9556.451592418198,22523.434352098302,9264.829523853594,76448.90782548324,24141,11740,78323,12640,1075,29,342,4034,4277,2556,6024,5.8,1338.0,8710.0,36,21,1356.0,377.0,2322.0,24.0
Arkansas,Crawford,61948,23447,20.254545454545436,46522.545454545456,20011.221318048625,30364.215405595198,18343.614004242354,8836.933093842592,14111.680838138098,8182.239110710187,56361.83210085606,16350,8233,55194,725,893,23,1392,3721,3760,991,3381,6.6,954.0,9195.0,35,21,778.0,201.0,1445.0,23.0
Arkansas,Crittenden,50902,19026,27.629999999999985,46981.25,10843.922560713214,28099.664095236247,9862.454265340453,3589.3311427753683,12425.958491301286,3204.5467325067984,39197.69115006891,14809,5477,23446,26051,301,8,135,961,1014,2102,4079,4.9,913.0,11955.0,39,29,738.0,678.0,1373.0,37.0
Arkansas,Cross,17870,7002,18.533333333333317,47140.166666666664,3455.5973300078754,8008.047829759235,1889.85789761375,1580.5791986879094,3822.4736747623356,838.911117972754,15418.69240742629,4494,2759,13495,3972,83,3,47,270,266,562,1227,5.7,373.0,12699.0,38,23,314.0,92.0,456.0,32.0
Arkansas,Dallas,8116,3280,13.9333333333333,48717.333333333336,4671.75392816989,6138.744689665769,2178.287215544681,2114.88569953988,2795.382009441749,1044.7086038258367,6989.981664594099,1913,1474,4476,3400,11,1,32,196,188,455,547,5.0,146.0,9632.0,36,25,154.0,35.0,215.0,36.0
Arkansas,Desha,13008,5321,30.99999999999998,39860.6,4205.687195330838,4972.081658804069,3037.605538000039,2009.8261476002244,2592.352803312733,1660.6314067122512,10937.48827685186,3377,1970,6230,6216,43,2,35,482,578,631,1448,3.5,256.0,11456.0,40,30,283.0,60.0,422.0,46.0
Arkansas,Drew,18509,7360,28.41999999999996,41690.6,4846.658314063643,6541.200924725473,2770.53781233088,2405.470962892063,3290.6530341564535,1437.40534205264,15785.585680763448,4361,2735,12739,5144,95,5,43,483,454,442,1426,5.0,279.0,10090.0,34,26,293.0,74.0,567.0,29.0
Arkansas,Faulkner,113237,42614,16.467999999999964,62338.36,33391.46930944623,59291.474308120465,32947.80850301131,10445.988780260364,21125.725648267766,10236.171828012371,100285.6065212122,27742,11318,95420,11568,1277,48,658,4266,4435,2169,4677,6.3,1332.0,7794.0,33,18,1462.0,375.0,2888.0,17.0
Arkansas,Franklin,18125,7037,20.5666666666666,45888.333333333336,527.628156991492,527.628156991492,0.0,216.291399921821,216.291399921821,0.0,16484.51100120719,4431,3007,17221,130,162,24,189,399,371,303,1098,6.9,328.0,10930.0,37,21,299.0,60.0,382.0,27.0
Arkansas,Fulton,12245,5196,20.59999999999995,41715.0,1710.8173535143965,1710.8173535143965,0.0,1090.4796550213132,1090.4796550213132,0.0,11554.53647122517,2598,2742,11857,40,28,1,79,240,97,231,977,6.4,213.0,9905.0,33,20,230.0,22.0,257.0,34.0
Arkansas,Garland,96024,40994,24.319999999999983,45573.7,28792.847945887017,46916.768951893726,26979.641831416087,11266.12500598691,21113.617443355357,10460.299941732907,86039.7682520294,20093,20098,82964,7615,695,45,587,4118,4622,2861,5407,5.9,1820.0,10448.0,32,21,1449.0,408.0,2268.0,28.0
Arkansas,Grant,17853,6933,10.8,55385.25,6244.984166908731,9058.16009044074,4382.34515523861,1931.6972952723331,2789.8270371759936,1232.548924141839,16197.52110522615,4315,2591,16940,390,48,2,77,396,392,209,620,7.4,278.0,8710.0,38,18,301.0,40.0,389.0,19.0
Arkansas,Greene,42090,16425,18.855555555555522,47965.444444444445,9928.03283864738,17555.186393050022,7777.114277773679,3875.682816120449,7184.5573498037575,2974.9889717827023,38905.0228281599,10590,6034,40578,233,108,7,209,955,901,674,2815,6.4,730.0,10750.0,31,21,710.0,136.0,1069.0,25.0
Arkansas,Hempstead,22609,8839,24.65999999999998,44370.0,7145.4613312654,11884.575592571888,4041.01770331267,3590.51607161407,6752.832078013831,2327.62671608025,20842.09696189036,5878,3396,13431,6646,82,19,88,2343,2713,576,1154,5.5,394.0,10768.0,40,29,359.0,139.0,508.0,34.0
Arkansas,Hot Spring,32923,12664,15.085714285714285,47797.142857142855,6743.822173595326,11184.739482606967,2403.633309883929,2818.553032195065,4815.54158775034,946.7475525488901,29135.467089716498,7686,5164,28179,3568,95,16,154,911,919,634,1739,6.4,589.0,10644.0,35,21,571.0,,739.0,28.0
Arkansas,Howard,13789,5365,20.999999999999968,42078.666666666664,6191.370402486547,7542.342711532969,3386.69381488281,3114.8433884007018,3965.122512629452,1655.142007448102,13134.884579662548,3623,2104,9894,2846,87,10,96,856,1349,403,670,6.2,234.0,10077.0,36,26,226.0,25.0,266.0,31.0
Arkansas,Independence,36647,14391,22.587499999999974,47561.0,4279.818067570002,5120.797723137793,1989.02033370746,2475.5530303058576,2956.5946900784875,1314.59547043657,34277.94447381054,8792,5730,33688,722,278,40,179,1740,2139,775,2014,6.2,589.0,9129.0,37,23,727.0,191.0,1046.0,27.0
Arkansas,Izard,13696,5731,18.399999999999924,38819.25,150.8230514916076,150.8230514916076,0.0,74.78755054705199,74.78755054705199,0.0,12981.54601152754,2625,3229,13118,175,41,2,105,255,208,270,865,7.1,261.0,9240.0,34,21,289.0,24.0,342.0,31.0
Arkansas,Jackson,17997,6724,25.17999999999996,42463.6,4921.83974354139,7080.95879031509,4116.71067005178,2785.9753768124883,3765.3965042321743,2287.186289432434,15601.71911559494,3734,2856,14363,3000,53,16,91,474,436,557,1449,5.3,348.0,10496.0,37,24,442.0,85.0,484.0,40.0
Arkansas,Jefferson,77435,28873,27.841666666666626,42724.041666666664,16794.639055617426,41046.90662605641,14535.827128494395,5716.008876215807,19229.596956614663,4598.94168121808,62770.1728480313,18428,10255,32507,42639,601,9,213,1466,1219,2082,5930,4.6,1306.0,11169.0,41,26,1131.0,655.0,2110.0,38.0
Arkansas,Johnson,25540,9812,21.39999999999995,38669.333333333336,6068.90986162575,9753.68248832563,4917.233016822931,3077.554690601066,5159.216371698057,2512.9903682987942,22817.48755477268,6329,3749,22280,364,175,18,226,2477,3094,581,1560,7.0,344.0,7802.0,36,24,311.0,50.0,620.0,29.0
Arkansas,Lafayette,7645,3150,25.34999999999995,43135.5,1615.9385292361735,1615.9385292361735,0.0,719.2129098545983,719.2129098545983,0.0,7016.12731162431,1776,1483,4642,2845,26,0,17,115,131,302,643,5.0,172.0,14143.0,36,26,154.0,16.0,208.0,36.0
Arkansas,Lawrence,17415,6938,24.916666666666647,43486.5,6196.66389692062,9179.695662969769,1998.9636975476699,3173.8981409234857,4526.6047578648,1144.817687319445,14595.293148642239,3992,3160,16952,137,22,4,63,237,158,373,1172,5.6,332.0,11353.0,32,22,326.0,24.0,440.0,34.0
Arkansas,Lee,10424,3624,26.24999999999997,35654.75,5282.775393853309,7216.117719500919,2294.13224492035,3176.1699349997452,4604.042060709436,1318.64408338617,10348.474598486951,2160,1607,4381,5761,41,2,49,190,168,688,1342,3.3,195.0,10550.0,36,30,148.0,16.0,222.0,49.0
Arkansas,Lincoln,14134,4207,26.899999999999974,41791.25,4694.287364132875,4694.287364132875,0.0,2372.17719565252,2372.17719565252,0.0,13904.473281991792,2743,1758,9407,4223,27,1,38,438,452,440,1034,4.0,191.0,9368.0,38,26,178.0,17.0,265.0,27.0
Arkansas,Little River,13171,5411,15.69999999999995,48236.5,67.79998058632734,67.79998058632734,0.0,34.22550268658705,34.22550268658705,0.0,12149.21320614878,3137,2253,9948,2519,39,2,192,471,357,331,623,6.7,230.0,8602.0,33,24,310.0,31.0,318.0,28.0
Arkansas,Logan,22353,8704,16.53333333333325,47451.5,3217.346051236804,6835.550035179568,1778.561964318666,1709.9429212624368,3591.2136794627336,1066.750749725563,19680.00153956915,5491,3842,20844,297,361,4,237,610,510,553,1386,6.8,428.0,11139.0,38,22,342.0,54.0,547.0,31.0
Arkansas,Lonoke,68356,25295,13.537499999999984,60157.875,11161.424535150647,21177.411336011577,10235.41423180957,3818.837182359387,7024.277855346557,3345.380814313396,62059.52909881905,18831,7625,61353,4075,532,32,363,2001,2246,1273,2616,7.1,994.0,8759.0,36,19,1026.0,218.0,1436.0,17.0
Arkansas,Madison,15717,6174,21.22499999999995,44072.0,3813.498540061315,3813.498540061315,160.4665318311256,1893.586886002069,1893.586886002069,87.66458149105699,14476.819769772499,3801,2452,14711,28,81,11,190,696,759,259,822,6.4,258.0,8752.0,34,24,163.0,39.0,282.0,29.0
Arkansas,Marion,16653,7411,19.424999999999926,41819.5,2255.376704328526,2255.376704328526,0.0,1118.2838755267699,1118.2838755267699,0.0,15139.42158580944,2983,3964,16146,30,37,8,115,317,287,341,1167,6.9,360.0,10601.0,32,23,315.0,55.0,356.0,35.0
Arkansas,Miller,43462,17219,22.1583333333333,41830.166666666664,15650.61658225207,26746.929750291834,10156.976973877614,6212.9554250741385,12935.627903241924,4259.030438328209,39668.166129714904,10549,5982,31134,10667,198,17,293,1153,1038,1549,2958,5.6,693.0,9429.0,36,22,691.0,338.0,1026.0,32.0
Arkansas,Mississippi,46480,17741,26.033333333333285,40194.666666666664,8460.445034573087,18967.633814868695,7664.40622986816,4601.775503499028,10311.155893124469,4147.002123519788,35857.002966180065,13104,5685,28653,15817,233,3,136,1638,1695,1642,4154,4.9,827.0,12293.0,40,27,623.0,393.0,1717.0,38.0
Arkansas,Monroe,8149,3481,29.266666666666595,43655.666666666664,1744.647963644094,2913.841736158614,1060.30271929619,1004.638444708267,1729.8813223915422,708.216409584405,5660.13928680115,1840,1541,4584,3330,36,0,29,170,132,601,953,4.9,148.0,9945.0,38,32,192.0,21.0,188.0,47.0
Arkansas,Montgomery,9487,4000,20.3666666666666,39891.0,2108.832954675364,2108.832954675364,0.094905579462647,1062.053131697176,1062.053131697176,0.045236431411467,9015.807904617031,1998,2126,8958,22,50,2,79,376,361,155,614,6.3,143.0,8776.0,34,21,133.0,11.0,228.0,35.0
Arkansas,Nevada,8997,3697,25.133333333333297,43134.666666666664,4872.93819562928,6432.38983007714,2527.50344169566,2626.984052334078,3688.768172972448,1474.91125777538,8120.9550651138,2131,1588,5933,2764,23,1,31,245,220,379,694,5.2,178.0,12173.0,36,29,149.0,19.0,190.0,36.0
Arkansas,Newton,8330,3571,20.4,42792.0,3653.07497206559,3653.07497206559,263.860433675551,1776.0021925963742,1776.0021925963742,139.733603190537,8320.35917347009,1736,1701,8001,9,25,1,90,204,141,139,526,6.0,117.0,8353.0,34,22,156.0,22.0,171.0,37.0
Arkansas,Ouachita,26120,11003,22.96666666666665,43151.166666666664,8284.048344691068,13652.015201361832,3315.411802974695,4511.059339834506,7646.931006032786,2070.6557869921,22382.35304510669,6145,4451,14883,10468,95,6,86,582,408,1064,1985,4.3,500.0,11426.0,35,27,407.0,83.0,656.0,35.0
Arkansas,Perry,10445,4170,12.9,51168.666666666664,1490.7465864579383,1490.7465864579383,0.0,655.2807211811515,655.2807211811515,0.0,9887.13185338186,2402,1747,9939,196,17,2,70,221,247,195,526,7.1,194.0,9992.0,38,19,190.0,41.0,267.0,26.0
Arkansas,Phillips,21757,8491,38.18333333333328,32212.833333333332,8557.93413587117,12066.94513552131,3768.2880096846616,5355.319376295121,7804.21775327225,2749.319486717472,20130.36818593382,6113,3254,7618,13719,67,1,51,301,287,1149,2733,1.9,461.0,15268.0,46,33,343.0,160.0,553.0,56.0
Arkansas,Pike,11291,4457,23.96666666666663,39576.666666666664,2603.40194713086,2603.40194713086,50.0937953248867,1240.403036950896,1240.403036950896,25.3162190429648,9467.8424479044,2787,1962,10163,330,57,1,70,670,727,219,638,6.2,201.0,9843.0,38,23,208.0,15.0,259.0,30.0
Arkansas,Poinsett,24583,9754,23.942857142857125,41025.28571428572,8164.279542264752,9080.548633287652,6504.8519282794205,4648.792264281719,4966.752595561059,3836.0739933347304,23005.14339028963,5959,3900,22089,1775,45,4,59,611,543,760,2172,6.1,550.0,12677.0,38,24,497.0,85.0,584.0,37.0
Arkansas,Polk,20662,8450,22.94999999999997,40349.666666666664,6792.245565381338,6792.245565381338,62.01135220700778,3688.652689826937,3688.652689826937,41.62936098053522,18622.677551524874,4921,4025,19144,65,94,5,364,990,1190,386,1687,5.5,387.0,10065.0,37,23,415.0,53.0,499.0,32.0
